id,customer_unique_key,serial_no,create_time,edit_time,dm_id_003,dm_id_005,dm_id_009,dm_summary_001,dm_summary_002,dm_summary_003,dm_summary_004,dm_summary_005,dm_summary_006,dm_summary_007,dm_summary_011,dm_summary_012,dm_summary_013,dm_summary_014,dm_summary_015,dm_summary_018,dm_summary_021,dm_summary_022,dm_summary_023,dm_summary_024,dm_summary_025,dm_creditdetails_001,dm_creditdetails_003,dm_creditdetails_004,dm_creditdetails_005,dm_creditdetails_006,dm_creditdetails_007,dm_creditdetails_009,dm_creditdetails_011,dm_creditdetails_012,dm_creditdetails_013,dm_creditdetails_029,dm_creditdetails_030,dm_creditdetails_031,dm_creditdetails_032,dm_creditdetails_034,dm_publicdetails_001,dm_publicdetails_002,dm_publicdetails_003,dm_publicdetails_008,dm_publicdetails_009,dm_creditdetails_017,dm_creditdetails_024,dm_repayment_1_001,dm_repayment_25_001,dm_repayment_2_001,dm_repayment_15_001,dm_creditdetails_028,dm_qc_sc_01,dm_qc_sc_02,dm_qc_sc_03,dm_qc_sc_04,dm_qc_sc_05,dm_ql_sc_01,dm_ql_sc_02,dm_ql_sc_03,dm_ql_sc_04,dm_ql_sc_05,dm_qdb_sc_01,dm_qdb_sc_02,dm_qdb_sc_03,dm_qdb_sc_04,dm_qdb_sc_05,dm_qc_so_01,dm_qc_so_02,dm_qc_so_03,dm_qc_so_04,dm_qc_so_05,dm_ql_so_01,dm_ql_so_02,dm_ql_so_03,dm_ql_so_04,dm_ql_so_05,dm_qdb_so_01,dm_qdb_so_02,dm_qdb_so_03,dm_qdb_so_04,dm_qdb_so_05,serial_no
1557546016043470848,C20230201276040373170749480,S20230201276040434625687621,2023-02-01T17:26:08.533,2023-02-02T00:31:41,ZZ,YH,ZZ,2,997.6243,2,5,1028.5358,1045.9800,1028.0642,1007.0699,991.0385,1,987.9467,1,987.9602,0,0,0,0,7,10579.0000,13051.0000,39675.0000,12036.0000,2941.8000,2/5,1,0,4,1,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,************00000C00012/,///////////////////////*00000000000CC0000000000000000000001/,C0000000000000000000001/,************************************************00000C00012/,987.9489,2,2,2,8,10,0,2,3,5,7,0,1,2,4,6,2,2,2,7,8,0,2,3,5,7,0,1,1,1,1,S20230201276040434625687621
1557111092543000576,C20230131275605451331219536,S20230131275605511171354702,2023-01-31T12:37:54.69,2023-02-01T00:30:35,XX,,ZZ,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,7,991.0533,7,987.1637,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,4,2,0,0,0.0000,0.0000,987.1639,0,0,0,127,0.0000,0,0,////////////////////////,777777777C///////////////////////*****C//#000000000000000000,**C//#000000000000000000,////////////////////////////////////////////////////////////,0.0000,0,3,4,5,6,0,0,3,4,6,0,0,0,0,0,0,3,4,5,6,0,0,3,4,6,0,0,0,0,0,S20230131275605511171354702
1557187878740070400,C20230131275682233958936663,S20230131275682295925583933,2023-01-31T17:43:01.946,2023-02-01T00:32:16,DZ,,ZZ,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,987.8723,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,1,1,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,**0000C/////////////////,//////////////////////////////////////////##0000000000000000,//////##0000000000000000,////////////**000000000000************0000C/////////////////,0.0000,2,2,2,2,2,0,0,0,1,1,0,0,0,0,0,2,2,2,2,2,0,0,0,1,1,0,0,0,0,0,S20230131275682295925583933
1556669676398346240,C20230130275164032116338720,S20230130275164095047675976,2023-01-30T07:23:52.88,2023-01-31T00:30:05,,,,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,2,1,0,0,0.0000,0.0000,987.0303,0,0,0,0,0.0000,0,0,////////////////////////,////////////////////////////////////////////#000000C///////0,////////#000000C///////0,////////////////////////////////////////////////////////////,0.0000,0,0,1,1,1,8,10,13,19,25,0,0,0,0,0,0,0,1,1,1,8,9,9,9,9,0,0,0,0,0,S20230130275164095047675976
1556787620080029696,C20230130275281976674627667,S20230130275282038771302483,2023-01-30T15:12:32.845,2023-01-31T00:31:21,GZ,,ZZ,0,0.0000,0,6,1078.9383,1082.2281,1075.0253,1018.0636,990.0522,0,0.0000,0,988.3184,0,0,0,0,8,0.0000,13474.0000,21719.0000,12868.0000,7906.4000,2/7,0,0,3,3,0,0,0.0000,0.0000,987.3713,0,0,0,0,0.0000,0,0,00C000000000000000000000,//////////////////////////////////////////########0000000000,//////########0000000000,00000000000000000000000000000000000000C000000000000000000000,0.0000,2,4,7,11,13,1,5,6,9,9,0,0,0,0,0,2,4,5,8,8,1,4,5,7,7,0,0,0,0,0,S20230130275282038771302483
1556355865623691264,C20230129274850220184055905,S20230129274850284084277252,2023-01-29T10:36:54.561,2023-01-30T00:30:12,DZ,YH,ZY,1,988.6744,1,4,1006.1614,1006.4366,1009.0498,997.0384,989.0101,1,990.9208,1,991.2227,0,0,0,0,7,0.0000,6162.0000,6165.0000,6160.0000,1292.4000,0/4,0,0,4,2,0,0,990.9583,0.0000,987.6519,0,0,0,0,0.0000,0,0,0#0000000000000010000000,////////////////////////////////////////*00000010C00100001C/,////*00000010C00100001C/,**********000000000000000000000000000#0000000000000010000000,0.0000,1,4,4,6,9,4,5,8,15,22,0,0,0,1,2,1,4,4,6,7,4,5,7,12,18,0,0,0,1,1,S20230129274850284084277252
1556048401535631360,C20230128274542754082730041,S20230128274542820168187939,2023-01-28T14:15:09.41,2023-01-29T00:30:25,BK,,ZZ,0,0.0000,0,5,1069.6361,1069.6126,1067.4337,1012.4439,989.0307,0,0.0000,0,0.0000,0,0,0,0,7,0.0000,7596.0000,10087.0000,7317.0000,7529.0000,1/5,0,0,1,0,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,000000000000000000000000,000000C/////////////////////////////////////////////////////,////////////////////////,000000000000000000000000000000000000000000000000000000000000,0.0000,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,S20230128274542820168187939
1556048694763618304,C20230128274543043762335806,S20230128274543112775413834,2023-01-28T14:16:19.321,2023-01-29T00:30:41,GZ,,,0,0.0000,0,1,0.0000,0.0000,992.0185,992.0228,992.0360,0,0.0000,0,989.6472,0,0,0,0,1,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,3,3,0,0,0.0000,0.0000,987.2650,0,0,0,0,0.0000,0,0,////////////////////////,///////////*000000000000000000000000000000000000000000000000,000000000000000000000000,////////////////////////////////////////////////////////////,0.0000,2,2,2,2,2,5,5,5,5,5,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,1,1,1,1,1,S20230128274543112775413834
1556099762780405760,C20230128274553538657529914,S20230128274594181723336723,2023-01-28T17:39:14.885,2023-01-29T00:33:10,BK,YH,ZY,5,987.5109,1,3,0.0000,987.2634,999.0549,997.0361,989.0155,0,0.0000,0,989.2690,0,0,0,0,5,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,5,4,0,0,0.0000,0.0000,991.8189,0,0,0,0,0.0000,0,0,0123450C00000*00*00000*0,///////////////////////////////////////////#0000C00000000000,///////#0000C00000000000,0000000000000000000000**000*001001010123450C00000*00*00000*0,0.0000,8,8,8,8,8,1,2,2,3,4,0,0,0,0,0,7,7,7,7,7,1,2,2,2,3,0,0,0,0,0,S20230128274594181723336723
1556099133362176000,C20230128274553484462927942,S20230128274593552355442758,2023-01-28T17:36:44.82,2023-01-29T00:33:19,BK,,ZZ,0,0.0000,0,3,996.4299,995.0443,1003.0402,995.0422,988.0318,0,0.0000,0,988.5876,0,0,0,0,5,0.0000,1780.0000,11280.0000,1030.0000,835.7000,1/3,0,0,1,1,0,0,0.0000,0.0000,988.9260,0,0,0,0,0.0000,0,0,//////////*#000000000000,/////////////////////////////////////////////////////0000///,/////////////////0000///,//////////////////////////////////////////////*#000000000000,0.0000,3,3,4,5,10,0,2,2,4,4,0,0,0,0,0,3,3,4,5,9,0,2,2,4,4,0,0,0,0,0,S20230128274593552355442758
1552451164104589312,C20230118270945211360886842,S20230118270945582988804101,2023-01-18T16:01:01.173,2023-01-19T00:31:28,,,,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,-9990996,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,////////////////////////,////////////////////////////////////////////////////////////,////////////////////////,////////////////////////////////////////////////////////////,0.0000,5,5,5,5,5,1,1,1,1,1,0,0,0,0,0,5,5,5,5,5,1,1,1,1,1,0,0,0,0,0,S20230118270945582988804101
1552462491049037824,C20230118270956527525965920,S20230118270956910033907803,2023-01-18T16:46:01.727,2023-01-19T00:31:57,ZZ,,ZZ,2,1008.8392,5,6,1035.7713,1046.1420,1048.0238,1010.0843,0.0000,0,0.0000,0,987.2786,0,0,0,0,7,1718.0000,10008.0000,22249.0000,8645.0000,4311.9000,0/5,1,0,1,1,0,0,0.0000,0.0000,987.2128,0,0,0,95,0.0000,0,0,000000010010110110011120,//////////////////////////////////////////00000000000000000/,//////00000000000000000/,0111011000000000000C0000000000000000000000010010110110011120,0.0000,0,1,3,3,6,1,1,1,2,3,0,0,0,0,0,0,1,3,3,6,1,1,1,2,3,0,0,0,0,0,S20230118270956910033907803
1552464883991744512,C20230118270958912054902857,S20230118270959302817234986,2023-01-18T16:55:32.249,2023-01-19T00:32:24,ZZ,,ZZ,7,993.9243,7,5,1000.0624,998.5437,1001.4345,993.4796,988.0199,1,988.8468,1,987.3748,0,0,1,0,18,0.0000,716.0000,12871.0000,0.0000,1299.8000,4/4,0,0,15,1,0,0,0.0000,0.0000,987.3485,0,0,0,0,0.0000,0,0,400C10010011000010000000,00C00C00000000C0CC0C010C0C00000C000C//0000000000C//00000000/,//0000000000C//00000000/,010000000010000000012112111223455674400C10010011000010000000,0.0000,0,0,1,3,3,0,0,1,3,7,0,0,0,0,0,0,0,1,3,3,0,0,1,3,6,0,0,0,0,0,S20230118270959302817234986
1552468914424283136,C20230118270962959134638087,S20230118270963329009336340,2023-01-18T17:11:33.179,2023-01-19T00:32:34,GZ,YH,ZZ,0,0.0000,0,12,1084.7174,1086.1321,1089.5433,1026.0372,990.0508,0,0.0000,0,996.4733,0,0,0,0,20,0.0000,9722.0000,75542.0000,4045.0000,9370.3000,12/15,0,0,35,6,0,0,0.0000,0.0000,2159.5710,0,0,0,0,0.0000,0,0,000000CC0000000000000000,/////////////////////////////C0CCC0CCCCC00CC0C0C0CC0CC0C00C0,CCCC00CC0C0C0CC0CC0C00C0,****00000000000000000000000000000000000000CC0000000000000000,0.0000,0,1,1,1,8,0,3,4,12,20,0,0,0,0,0,0,1,1,1,7,0,3,4,11,15,0,0,0,0,0,S20230118270963329009336340
1552016927148773376,C20230117270510961700515904,S20230117270511345429004294,2023-01-17T11:15:31.015,2023-01-18T00:30:36,XX,YH,ZZ,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,987.3355,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,6,1,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,////////////////////////,/////////////////////*000000000C////////##000000000000000000,////##000000000000000000,////////////////////////////////////////////////////////////,0.0000,1,4,5,8,12,1,1,1,2,4,0,0,0,0,0,1,3,4,4,5,1,1,1,2,3,0,0,0,0,0,S20230117270511345429004294
1552083209692938240,C20230117270577241224790078,S20230117270577627625041950,2023-01-17T15:38:54.005,2023-01-18T00:31:41,DZ,YH,ZY,1,990.6215,5,5,1069.3126,1064.8321,1077.4835,1011.0336,1001.0473,0,0.0000,0,0.0000,0,0,0,0,19,0.0000,4027.0000,80227.0000,0.0000,8226.8000,5/5,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,000000000010000000001000,////////////////////////////////////////////////////////////,////////////////////////,////////////////*0000000000000000000000000000010000000001000,0.0000,2,2,3,13,21,0,0,0,0,2,0,0,0,0,0,2,2,3,8,10,0,0,0,0,2,0,0,0,0,0,S20230117270577627625041950
1551682378766258176,C20230116270176419982749750,S20230116270176797092622410,2023-01-16T13:06:08.465,2023-01-17T00:31:27,ZZ,,ZZ,1,996.8601,5,4,0.0000,0.0000,996.5169,1005.0166,991.5565,0,0.0000,0,0.0000,0,0,0,0,9,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,00100C**0***************,////////////////////////////////////////////////////////////,////////////////////////,0011100101010000000000C00100000100C100100C**0***************,0.0000,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,S20230116270176797092622410
1551290535201243136,C20230115269784890902462559,S20230115269784953888325706,2023-01-15T11:09:05.679,2023-01-16T00:30:41,BK,YH,ZZ,5,1028.6663,8,6,1195.5800,1194.9244,1375.8672,1177.0620,989.0530,3,1081.8525,3,0.0000,0,0,0,0,15,0.0000,13653.0000,28597.0000,11991.0000,19655.6000,0/2,0,0,7,0,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,4101111C1111234510101010,312212121212211330333C//////////////#0000*000000C///////////,#0000*000000C///////////,1101111112111111111121101111111121234101111C1111234510101010,0.0000,1,1,1,1,1,2,3,3,6,18,1,2,2,2,2,1,1,1,1,1,2,3,3,5,13,1,2,2,2,2,S20230115269784953888325706
1551340599760158720,C20230115269834959970250794,S20230115269835018694705242,2023-01-15T14:28:02,2023-01-16T00:31:22,DZ,YH,ZZ,1,987.2779,1,6,1021.4270,1007.4807,1036.5129,1005.0214,989.0273,0,0.0000,0,0.0000,0,0,0,0,6,0.0000,1961.0000,29028.0000,139.0000,3423.0000,3/4,0,0,7,0,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,*####*#00000000000C001C0,*C***********C***********C***********C//////////////////////,*C//////////////////////,////////////////////////////////////*####*#00000000000C001C0,0.0000,0,1,4,5,11,0,0,0,0,0,0,0,0,0,0,0,1,4,5,9,0,0,0,0,0,0,0,0,0,0,S20230115269835018694705242
1551347295077306368,C20230115269841343541559306,S20230115269841713705664601,2023-01-15T14:54:38.288,2023-01-16T00:31:27,ZZ,YH,ZZ,0,0.0000,0,6,1021.0513,1027.0231,1021.0611,997.0803,991.0273,0,0.0000,0,989.6125,0,0,0,0,14,0.0000,6795.0000,33324.0000,3846.0000,3019.0000,2/6,0,0,10,5,0,0,0.0000,0.0000,988.4380,0,0,0,35,988.7468,0,0,00000000000CCCCC000000C0,//////////////////////////////*00000000000C00C0C000C000000C0,000000C00C0C000C000000C0,000000C0000000000000000000000000000000000000000CCCCC000000C0,0.0000,1,1,2,3,8,2,3,4,6,9,0,0,0,0,0,1,1,2,3,7,2,3,4,6,8,0,0,0,0,0,S20230115269841713705664601
1551484097373175808,C20230115269978133137080412,S20230115269978516353859616,2023-01-15T23:58:14.497,2023-01-16T00:33:19,DZ,,ZZ,0,0.0000,0,1,1000.3307,990.2597,993.0818,993.0604,993.0196,2,987.7814,2,0.0000,0,0,0,0,1,0.0000,24.0000,471.0000,0.0000,1328.4000,1/1,0,0,5,1,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,////////////////*000000/,////////////////////C*1012C/////*000000000000000000C0000C/*/,000000000000000C0000C/*/,////////////////////////////////////////////////////*000000/,0.0000,2,2,2,3,6,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,0,0,0,0,0,0,0,0,0,0,S20230115269978516353859616
1550565460244201472,C20230113269059812225073212,S20230113269059877534580821,2023-01-13T11:07:54.338,2023-01-14T00:31:04,DZ,,ZZ,0,0.0000,0,2,992.0413,989.5193,997.0825,992.0582,992.0219,1,990.8108,3,987.6679,0,0,0,0,2,0.0000,0.0000,0.0000,0.0000,499.0000,0/0,0,0,12,3,0,0,0.0000,0.0000,988.5820,0,0,0,0,0.0000,0,0,/////////////////////*0/,/////////////////////////////////0C00CCC0C1C0*******0000000*,0CCC0C1C0*******0000000*,/////////////////////////////////////////////////////////*0/,0.0000,0,2,3,3,3,0,2,3,6,17,0,0,0,0,0,0,2,3,3,3,0,2,3,4,10,0,0,0,0,0,S20230113269059877534580821
1550169471507267584,C20230112268663518734204964,S20230112268663890114658387,2023-01-12T08:54:23.266,2023-01-13T00:30:11,DZ,YH,ZZ,0,0.0000,0,8,1120.0411,1137.7398,1181.5188,1032.0676,992.0523,0,0.0000,0,988.1578,0,0,0,0,23,0.0000,16017.0000,116248.0000,7682.0000,12527.3000,4/8,0,0,3,1,0,0,0.0000,0.0000,988.4559,0,0,0,0,0.0000,0,0,000000000000000000000000,///////////*000000000000000*00C*0000000000*0000C000000000000,000000*0000C000000000000,000000000000000000000000000C00000000000000000000000000000000,0.0000,3,3,3,6,6,0,1,1,1,1,0,0,0,0,0,3,3,3,5,5,0,1,1,1,1,0,0,0,0,0,S20230112268663890114658387
1550199371786129408,C20230112268693422511108169,S20230112268693790536118355,2023-01-12T10:53:12.048,2023-01-13T00:30:32,,,,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,-9990996,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,////////////////////////,////////////////////////////////////////////////////////////,////////////////////////,////////////////////////////////////////////////////////////,0.0000,1,2,3,4,9,0,0,0,0,1,0,0,0,0,0,1,2,3,4,6,0,0,0,0,1,0,0,0,0,0,S20230112268693790536118355
1550304714415443968,C20230112268798748912660511,S20230112268799131563212830,2023-01-12T17:51:47.688,2023-01-13T00:34:49,GZ,,ZY,3,988.8476,2,2,990.1241,989.9754,990.0116,989.0238,988.0427,4,988.1340,4,0.0000,0,0,0,0,4,1086.0000,125.0000,0.0000,138.0000,295.3000,0/2,1,0,2,0,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,000000000000000*0100101/,C////////*0010100000000000012012340C////////////////////////,////////////////////////,//**00000000101000000001230101112300000000000000000*0100101/,0.0000,2,4,6,6,7,1,4,7,8,9,0,0,0,0,0,2,3,5,5,6,1,4,6,6,6,0,0,0,0,0,S20230112268799131563212830
1550306599385993216,C20230112268800633740607573,S20230112268801017540391002,2023-01-12T17:59:17.1,2023-01-13T00:34:58,GZ,,ZY,1,1005.7716,4,7,1197.5178,1198.2390,1197.6668,1068.7304,996.0627,1,991.4653,1,987.4710,0,0,0,0,9,0.0000,15801.0000,15815.0000,15799.0000,19590.8000,0/8,0,0,10,3,0,0,0.0000,0.0000,987.7527,0,0,0,0,0.0000,0,0,000010000000000000000000,/CC///////####00000000000000C000010000C1000CC######000000000,00C1000CC######000000000,0000000000000000000000000C0000000010000010000000000000000000,0.0000,0,0,0,0,1,1,1,2,2,7,0,1,2,4,6,0,0,0,0,1,1,1,2,2,6,0,1,1,1,1,S20230112268801017540391002
1550312779030233088,C20230112268806825388949510,S20230112268807197625036832,2023-01-12T18:23:50.442,2023-01-13T00:36:02,QT,YH,ZZ,1,988.1821,2,12,1116.6484,1109.2613,1129.2113,1023.0713,989.8138,0,0.0000,0,988.4892,0,0,0,0,15,0.0000,17222.0000,42919.0000,14700.0000,11494.9000,3/12,0,0,10,2,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,000000000000010000000000,000CC0000000000C00000000000C00000000000C00000000000C0000000/,000C00000000000C0000000/,000000000000000000000000000000000001000000000000010000000000,0.0000,0,0,0,3,7,0,3,3,7,10,0,0,0,0,0,0,0,0,3,5,0,3,3,6,8,0,0,0,0,0,S20230112268807197625036832
1549921410059112448,C20230111268415448578666583,S20230111268415828964294699,2023-01-11T16:28:40.808,2023-01-12T00:32:11,DZ,YH,ZY,1,987.3870,1,7,1000.5186,1005.6795,1017.0556,997.0653,0.0000,2,989.2695,2,0.0000,0,0,0,0,10,0.0000,1523.0000,10129.0000,800.0000,1270.1000,2/5,0,0,2,0,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,000000000000000000000000,**************C///////////*000001000112C////////////////////,112C////////////////////,10C010000C000C0000000000000000000000000000000000000000000000,0.0000,2,3,4,13,16,3,3,9,20,30,0,0,0,1,1,2,3,4,8,8,3,3,7,12,15,0,0,0,1,1,S20230111268415828964294699
1549482985107521536,C20230110267977029557829703,S20230110267977403987537953,2023-01-10T11:26:32.154,2023-01-11T00:30:31,DZ,YH,ZZ,0,0.0000,0,5,999.6145,1004.0308,1037.0127,1011.0393,990.0170,0,0.0000,0,988.2399,0,0,0,0,5,0.0000,15361.0000,16375.0000,15248.0000,969.5000,1/5,0,0,6,2,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,00000000000000000000000/,*0**0**0**0**0**0**0**0C*0**0**0**0**0000000000000000000000/,*0000000000000000000000/,///////////*00000*000000000*0000000000000000000000000000000/,0.0000,0,0,1,1,3,0,0,3,3,4,0,0,0,0,0,0,0,1,1,3,0,0,2,2,3,0,0,0,0,0,S20230110267977403987537953
1549483363085619200,C20230110267977398375563361,S20230110267977781781082178,2023-01-10T11:28:02.271,2023-01-11T00:30:33,DZ,,ZZ,0,0.0000,0,5,1017.3514,997.2502,1053.0430,1013.0676,990.0428,0,0.0000,0,0.0000,0,0,0,0,12,0.0000,4459.0000,32965.0000,2401.0000,3015.9000,1/2,0,0,1,0,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,00000000000000****000000,C///////////////////////////////////////////////////////////,////////////////////////,//////**000000000000000000000000000000000000000000****000000,0.0000,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,S20230110267977781781082178
1549541256795291648,C20230110268035300268322891,S20230110268035675515928627,2023-01-10T15:18:05.207,2023-01-11T00:32:35,GZ,YH,ZZ,2,991.7647,1,4,1020.1349,1017.7815,1025.0290,1009.0772,992.0374,0,0.0000,0,0.0000,0,0,0,0,6,0.0000,2639.0000,35466.0000,16.0000,3307.3000,3/4,0,0,1,0,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,00000000001200000000000/,////////////////////////////////////////////////////////////,////////////////////////,10100*******000*000**00000000000000000000000001200000000000/,0.0000,0,4,5,11,14,0,2,3,3,6,0,0,0,0,1,0,4,5,10,13,0,2,3,3,4,0,0,0,0,1,S20230110268035675515928627
1549579182107295744,C20230110268073208442400847,S20230110268073600605630562,2023-01-10T17:48:47.306,2023-01-11T00:33:26,DZ,,ZZ,0,0.0000,0,1,0.0000,0.0000,994.0564,994.0620,994.0796,0,0.0000,0,995.0693,0,0,0,0,1,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,6,5,0,0,0.0000,0.0000,993.0602,0,0,0,0,0.0000,0,0,////////////////////////,///////////////////////////////////////C0000000000000000000/,///C0000000000000000000/,////////////////////////////////////////////////////////////,0.0000,3,3,3,5,5,3,3,4,6,10,0,0,0,0,0,3,3,3,5,5,3,3,4,6,8,0,0,0,0,0,S20230110268073600605630562
1549577967294251008,C20230110268072000801620022,S20230110268072385142468641,2023-01-10T17:43:57.672,2023-01-11T00:33:36,BK,,ZZ,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,7,990.0457,7,0.0000,0,0,0,1,0,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,43,0,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,////////////////////////,123456777777C///////////////////////////////////////////////,////////////////////////,////////////////////////////////////////////////////////////,0.0000,0,0,2,6,6,0,0,1,3,4,0,0,0,0,0,0,0,2,5,5,0,0,1,3,4,0,0,0,0,0,S20230110268072385142468641
1549581696844201984,C20230110268075746726129736,S20230110268076115657109591,2023-01-10T17:58:46.866,2023-01-11T00:33:43,GZ,,ZZ,0,0.0000,0,2,993.4459,992.2538,994.0181,994.0762,0.0000,1,987.8190,1,990.5759,0,0,0,0,3,0.0000,402.0000,402.0000,402.0000,601.5000,0/2,0,0,18,5,0,0,0.0000,0.0000,987.3867,0,0,0,0,0.0000,0,0,//////////////////00000/,//*00000000C00C00C00000000C0000C0000000C1000000CC0C000000C0/,000C1000000CC0C000000C0/,//////////////////////////////////////////////////////00000/,0.0000,0,0,4,4,6,2,5,6,8,14,0,0,0,0,1,0,0,4,4,5,2,5,5,6,10,0,0,0,0,1,S20230110268076115657109591
1549079746650345472,C20230109267573789200629761,S20230109267574165291286613,2023-01-09T08:44:12.614,2023-01-10T00:30:08,XX,YH,QT,0,0.0000,0,1,1023.9893,1024.7262,1037.0378,1037.0860,1037.0298,0,0.0000,0,989.8128,0,0,0,0,1,0.0000,3093.0000,30930.0000,0.0000,3693.1000,1/1,0,0,6,5,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,///////0*0C000000000000/,//////////////////////////////////////////////000000000000C/,//////////000000000000C/,///////////////////////////////////////////0*0C000000000000/,0.0000,0,0,0,5,8,1,2,2,5,11,1,1,1,3,3,0,0,0,5,6,1,2,2,5,8,1,1,1,2,2,S20230109267574165291286613
1549088743948320768,C20230109267582796778844255,S20230109267583162484404287,2023-01-09T09:19:57.737,2023-01-10T00:30:09,DZ,YH,ZZ,0,0.0000,0,3,1046.7141,1045.0774,1047.0634,1037.0367,0.0000,0,0.0000,0,988.9833,0,0,0,0,3,0.0000,5329.0000,60695.0000,0.0000,5974.4000,2/2,0,0,20,2,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,00000C00000000000000000/,C/////////*00C000C0000C000C000000C000000000000C0000C00000CC/,0000000000C0000C00000CC/,00000000000C000CC000000000000000000000000C00000000000000000/,0.0000,1,1,1,1,2,1,2,2,4,5,0,0,0,0,0,1,1,1,1,2,1,2,2,4,5,0,0,0,0,0,S20230109267583162484404287
1549225797621420032,C20230109267719840196870179,S20230109267720216476270636,2023-01-09T18:24:33.879,2023-01-10T00:32:06,BK,YH,QT,3,994.0220,3,2,989.8756,990.0712,990.0165,990.0238,0.0000,2,989.6345,2,988.5303,0,0,0,0,3,0.0000,351.0000,360.0000,350.0000,242.5000,0/1,0,137,2,1,0,0,0.0000,988.3703,0.0000,0,0,0,0,0.0000,1,0,0001200100100000C000000/,11121101000000000101000101100111111111111111110111111111111/,11111111110111111111111/,10010111230123110012000C0001100000010001200100100000C000000/,988.3805,0,1,3,6,8,0,0,10,15,23,0,0,1,1,1,0,1,2,4,4,0,0,9,13,19,0,0,1,1,1,S20230109267720216476270636
1549263301846269952,C20230109267757345541599242,S20230109267757720646598708,2023-01-09T20:53:35.583,2023-01-10T00:32:28,DZ,YH,ZYJS,0,0.0000,0,3,998.2457,1010.2755,1046.0657,1027.0682,991.0213,1,988.4431,1,989.8757,0,0,0,0,3,0.0000,2640.0000,26399.0000,0.0000,1122.6000,1/1,0,0,19,3,0,0,988.4740,0.0000,0.0000,0,0,0,0,0.0000,0,0,////////////*00**0000000,////*00000000000000000000000C////*C0C00000C00000C0001CCCCC0/,C00000C00000C0001CCCCC0/,////////////////////////////////////////////////*00**0000000,0.0000,0,2,2,4,7,2,2,3,3,4,0,0,0,0,0,0,2,2,4,5,2,2,3,3,3,0,0,0,0,0,S20230109267757720646598708
